id,rules,ms_x1,rows_x1,ms_xk,rows_xk
conj_398,ClearpropertysessionIsUser,0.34,0,0.32,0
conj_399,SYM7956491316598136372,0.12,0,0.14,0
conj_400,SYM8998498648323527696,0.13,0,0.14,0
conj_401,Resetloginhelp,0.15,0,0.19,0
conj_402,SYM8849991668866865090,0.15,0,0.17,0
conj_403,SYM3730431056479538658,0.22,0,0.14,0
conj_404,Compute841074279437580312,0.17,0,0.17,0
conj_405,RemovethesessionsUserid,0.15,0,0.17,0
conj_406,SYM6235643113471653291,0.14,0,0.27,0
conj_407,DeleteorphanedAccRegForms,0.32,0,0.31,0
conj_408,ResetarfCreateARFReq,0.2,0,0.23,0
conj_409,Compute5079422310958129602,0.31,0,0.3,0
conj_410,Everyaccounthasadefaultrole,0.91,0,5.69,0
conj_411,Hetdefaultwachtwoordvooraccountsiswelkom,0.87,0,5.76,0
conj_412,Accountactivationinitialization,0.77,0,6.34,0
conj_413,linkcdofconcept,0.29,0,0.3,0
conj_414,linkcdofcontext,0.26,0,0.25,0
conj_415,TOT1710824749144319931,0.12,0,0.1,0
conj_416,FixbugsinPFNavMenuStuff,0.43,0,0.58,0
conj_417,TOT8031115913155700383,0.16,0,0.16,0
conj_418,linkcdofpattern,0.29,0,0.32,0
conj_419,SUR8323286214664724806,0.15,0,0.16,0
conj_420,TOT7186061501484575424,0.12,0,0.13,0
conj_421,PrototypeContext.TOT8040063340206851592,0.14,0,0.16,0
conj_422,PrototypeContext.DeassignNonRootPFnavMenItems,0.18,0,0.17,0
conj_423,PrototypeContext.TOT6587418294180737,0.15,0,0.14,0
conj_424,PrototypeContext.TOT2918875928466379360,0.13,0,0.12,0
conj_425,Compute2796545173193198284,0.27,0,0.13,0
conj_426,defaultMarkupPurpose,0.17,0,0.23,0
conj_427,AutocreatedefaultlabelsforRoles,0.14,0,0.22,0
conj_428,BridgeBuildRoleEquivalence,0.14,0,0.24,0
conj_429,linkcdofrule,0.31,0,0.32,0
conj_430,ResetsessionCreateARFReq,0.19,0,0.18,0
conj_431,SetpropertysessionIsUser,0.24,0,0.21,0
conj_432,SetpropertysessionIsAgent,0.22,0,0.21,0
conj_433,InsPairsessionIfcsSet,0.34,0,0.34,0
conj_434,Anonymousisalwaysanallowedrole,0.2,0,0.2,0
conj_435,SetNavTointerfacesforsession,0.12,0,0.12,0
conj_436,SubmissionTimestamping,24.89,0,218.32,0
conj_437,SURversion,0.15,0,0.15,0
conj_438,TOT7492216191936222994,0.1,0,0.11,0
conj_439,TOT7658407410852542490,0.12,0,0.1,0
conj_440,Changepassword,0.26,0,0.27,0
conj_441,Loadpopulationintometatables,1.25,0,1.4,0
conj_442,Creatediagnosis,0.76,0,0.7,0
conj_443,Createfspec,0.41,0,0.42,0
conj_444,Createprototype,0.62,0,1.58,0
conj_445,PrototypeContext.NoRefsToAPIs,0.12,0,0.13,0
conj_446,Checkscript,0.15,0,0.14,0
conj_447,Thefirstitemofasequencehasnopredecessor,0.13,0,0.12,0
conj_448,Thelastitemofasequencehasnosuccessor,0.12,0,0.11,0
conj_449,Logout,0.12,0,0.09,0
conj_450,DeletecanceledAccRegForms,0.09,0,0.08,0
