scripts_before,ops,committed,affectedConjuncts,mutateMs,closeMs,totalMs
9075,100,True,110,13.35,190.6,203.94
9100,100,True,110,19.38,237.02,256.4
9125,100,True,110,10.5,215.87,226.36
9150,100,True,110,12.42,217.55,229.97
9175,100,True,110,12.71,216.41,229.12
9200,100,True,110,13.15,205.77,218.92
9225,100,True,110,15.61,196.28,211.9
9250,100,True,110,12.39,185.26,197.65
9275,100,True,110,10.8,234.74,245.54
9300,100,True,110,32.58,243.38,275.96
9325,100,True,110,15.41,202.01,217.43
9350,100,True,110,15.3,201.95,217.26
9375,100,True,110,11.18,212.3,223.48
9400,100,True,110,9.91,213.04,222.94
9425,100,True,110,11.95,199.89,211.84
9450,100,True,110,10.89,208.6,219.48
9475,100,True,110,11.28,208.17,219.44
9500,100,True,110,11.13,191.06,202.19
9525,100,True,110,11.19,191.76,202.96
9550,100,True,110,15.88,218.91,234.79
9575,100,True,110,15.93,201.49,217.42
9600,100,True,110,11.31,198.59,209.89
9625,100,True,110,9.6,198.14,207.73
9650,100,True,110,9.64,200.64,210.28
9675,100,True,110,10.82,191.33,202.15
9700,100,True,110,11.8,186.25,198.05
9725,100,True,110,11.3,189.02,200.31
9750,100,True,110,8.74,189.51,198.26
9775,100,True,110,9.52,190.91,200.43
9800,100,True,110,12.89,202.78,215.67
9825,100,True,110,10.9,200.41,211.31
9850,100,True,110,8.98,199.51,208.49
9875,100,True,110,9.45,198.94,208.39
9900,100,True,110,10.56,194.84,205.4
9925,100,True,110,11.17,197.24,208.41
9950,100,True,110,13.08,202.23,215.32
9975,100,True,110,11.37,200.27,211.64
10000,100,True,110,11.37,201.73,213.1
10025,100,True,110,12.49,207.69,220.18
10050,100,True,110,10.69,185.51,196.2
10075,100,True,110,10.56,203.44,214
10100,100,True,110,10.84,194.32,205.17
10125,100,True,110,10.38,203.18,213.56
10150,100,True,110,11.45,189.48,200.93
10175,100,True,110,11.6,203.1,214.7
10200,100,True,110,9.76,202.09,211.85
10225,100,True,110,11.21,204.16,215.36
10250,100,True,110,13.06,188.15,201.2
10275,100,True,110,10.83,193.81,204.64
10300,100,True,110,10.22,206.87,217.09
10325,100,True,110,9.42,197.82,207.24
10350,100,True,110,10.49,203.6,214.1
10375,100,True,110,10.3,198.99,209.29
10400,100,True,110,9.31,208.87,218.18
10425,100,True,110,10.08,194.08,204.16
10450,100,True,110,14.14,198.25,212.39
10475,100,True,110,16.77,225.16,241.93
10500,100,True,110,10.46,230.02,240.47
10525,100,True,110,10.64,201.95,212.59
10550,100,True,110,10.48,218.8,229.28
10575,100,True,110,14.73,199.03,213.76
10600,100,True,110,10.94,197.03,207.97
10625,100,True,110,11.6,197.45,209.05
10650,100,True,110,11.61,220.48,232.09
10675,100,True,110,10.31,262.44,272.74
10700,100,True,110,8.3,197.51,205.8
10725,100,True,110,8.25,213.63,221.88
10750,100,True,110,14.3,212.03,226.33
10775,100,True,110,9.35,195.6,204.95
10800,100,True,110,9.53,195.59,205.11
10825,100,True,110,12.89,203.5,216.38
10850,100,True,110,11.17,215.64,226.81
10875,100,True,110,10.9,195.39,206.28
10900,100,True,110,10.44,207.75,218.19
10925,100,True,110,9.34,212.88,222.22
10950,100,True,110,11.22,231.44,242.66
10975,100,True,110,13.69,208.58,222.27
11000,100,True,110,10.64,208.73,219.37
11025,100,True,110,9.66,199.92,209.58
11050,100,True,110,9.3,200.56,209.86
11075,100,True,110,8.7,201.02,209.72
11100,100,True,110,11.09,201.35,212.44
11125,100,True,110,8.67,205.67,214.34
11150,100,True,110,12.83,195.22,208.06
11175,100,True,110,9.72,189.22,198.95
11200,100,True,110,8.76,188.8,197.56
11225,100,True,110,11.12,194.7,205.82
11250,100,True,110,9.47,191.96,201.43
11275,100,True,110,9.08,192.76,201.84
11300,100,True,110,9.16,195.55,204.71
11325,100,True,110,7.84,210.64,218.47
11350,100,True,110,7.68,200.84,208.51
11375,100,True,110,8,194.71,202.7
11400,100,True,110,8.89,185.23,194.12
11425,100,True,110,10.95,209.39,220.34
11450,100,True,110,11.5,188.41,199.91
11475,100,True,110,8.99,191.32,200.3
11500,100,True,110,9.96,190.19,200.15
11525,100,True,110,18.52,186.18,204.71
11550,100,True,110,9.94,188.77,198.71
11575,100,True,110,8.23,189.91,198.14
11600,100,True,110,17.26,206.02,223.27
11625,100,True,110,38,194.33,232.33
11650,100,True,110,8.07,194.83,202.9
11675,100,True,110,10.31,192.54,202.86
11700,100,True,110,9.64,205.89,215.53
11725,100,True,110,7.5,193.2,200.7
11750,100,True,110,9.96,195.91,205.87
11775,100,True,110,9.26,191.3,200.56
11800,100,True,110,8.51,208.78,217.29
11825,100,True,110,8.09,199.45,207.54
11850,100,True,110,9.46,198.59,208.04
11875,100,True,110,8.21,197.3,205.51
11900,100,True,110,8.51,202.15,210.66
11925,100,True,110,9.91,197,206.91
11950,100,True,110,9.33,197.65,206.98
11975,100,True,110,7.75,188.84,196.59
