scripts_before,ops,committed,affectedConjuncts,mutateMs,closeMs,totalMs
6350,100,True,110,7.37,151.29,158.66
6375,100,True,110,8.31,147.23,155.54
6400,100,True,110,7.02,149.74,156.76
6425,100,True,110,7.22,149.7,156.92
6450,100,True,110,7.58,151.56,159.14
6475,100,True,110,6.83,155.49,162.32
6500,100,True,110,7.17,152.85,160.02
6525,100,True,110,9.35,156.73,166.08
6550,100,True,110,13.46,153.96,167.42
6575,100,True,110,7.6,149.47,157.07
6600,100,True,110,7.19,149.19,156.38
6625,100,True,110,7.14,149.48,156.62
6650,100,True,110,6.88,153.79,160.66
6675,100,True,110,8.48,155.18,163.67
6700,100,True,110,7.15,153.14,160.29
6725,100,True,110,7.15,152.22,159.37
6750,100,True,110,7.41,156.36,163.77
6775,100,True,110,6.86,151.93,158.79
6800,100,True,110,7.42,151.46,158.88
6825,100,True,110,7.27,153.45,160.73
6850,100,True,110,7.9,151.47,159.37
6875,100,True,110,7.57,158.94,166.52
6900,100,True,110,9.1,155.15,164.26
6925,100,True,110,6.69,151.68,158.37
6950,100,True,110,7.17,155.82,162.99
6975,100,True,110,7.14,159.19,166.33
7000,100,True,110,6.93,157.8,164.74
7025,100,True,110,6.69,158.98,165.67
7050,100,True,110,7.21,166.45,173.66
7075,100,True,110,7.59,155.67,163.27
7100,100,True,110,7.03,163.15,170.18
7125,100,True,110,6.67,155.63,162.3
7150,100,True,110,7.15,165.68,172.83
7175,100,True,110,7.33,155.5,162.84
7200,100,True,110,7.36,160.77,168.13
7225,100,True,110,8.46,169.21,177.66
7250,100,True,110,7.51,158.68,166.19
7275,100,True,110,6.81,164.53,171.34
7300,100,True,110,7.48,160.82,168.3
7325,100,True,110,7.47,162,169.47
7350,100,True,110,7.27,161.38,168.65
7375,100,True,110,6.74,158.81,165.55
7400,100,True,110,7.58,164.74,172.32
7425,100,True,110,7.02,163.37,170.39
7450,100,True,110,6.84,166.36,173.2
7475,100,True,110,7.01,164.55,171.56
7500,100,True,110,15.58,162.01,177.59
7525,100,True,110,7.15,161.65,168.8
7550,100,True,110,7.25,179.17,186.42
7575,100,True,110,7.21,167.47,174.68
7600,100,True,110,10.11,167.97,178.08
7625,100,True,110,7.3,167.48,174.78
7650,100,True,110,7.25,168.99,176.24
7675,100,True,110,6.97,178.7,185.67
7700,100,True,110,7.3,169.24,176.54
7725,100,True,110,7.72,177,184.72
7750,100,True,110,9.09,177.02,186.11
7775,100,True,110,7.64,183.57,191.21
7800,100,True,110,6.88,173.59,180.48
7825,100,True,110,7.01,173.29,180.3
7850,100,True,110,7.94,172.38,180.32
7875,100,True,110,7.08,177.38,184.46
7900,100,True,110,7.7,176.71,184.41
7925,100,True,110,7.46,171.38,178.84
7950,100,True,110,7.95,170.72,178.67
7975,100,True,110,6.65,175.29,181.94
8000,100,True,110,6.55,167.59,174.13
8025,100,True,110,6.84,176.44,183.28
8050,100,True,110,7.46,170.57,178.03
8075,100,True,110,6.86,177.48,184.34
8100,100,True,110,8.19,175.46,183.65
8125,100,True,110,6.89,180.17,187.07
8150,100,True,110,7.21,172.31,179.52
8175,100,True,110,7.16,179.96,187.11
8200,100,True,110,8.29,180.09,188.38
8225,100,True,110,6.8,179.27,186.07
8250,100,True,110,7.28,173.37,180.64
8275,100,True,110,7.16,178.03,185.19
8300,100,True,110,7.48,178.71,186.2
8325,100,True,110,7.51,174.22,181.73
8350,100,True,110,16.89,183.58,200.47
8375,100,True,110,7.39,182.8,190.19
8400,100,True,110,7.53,180.23,187.76
8425,100,True,110,7.26,175.03,182.29
8450,100,True,110,10.55,183.15,193.7
8475,100,True,110,7.28,177.85,185.13
8500,100,True,110,6.8,180.33,187.12
8525,100,True,110,6.81,181.27,188.08
8550,100,True,110,7.56,178.27,185.83
8575,100,True,110,7.17,180.49,187.67
8600,100,True,110,7.64,182.27,189.91
8625,100,True,110,7.18,182.85,190.03
8650,100,True,110,7.22,185.6,192.82
8675,100,True,110,6.76,185.9,192.67
8700,100,True,110,7.55,187.24,194.79
8725,100,True,110,7.76,180.72,188.48
8750,100,True,110,7.3,187.71,195.01
8775,100,True,110,7.8,180.88,188.68
8800,100,True,110,7.87,192.02,199.89
8825,100,True,110,7.76,185.69,193.45
8850,100,True,110,7.78,188.75,196.54
8875,100,True,110,7.22,186.38,193.6
8900,100,True,110,6.98,192.82,199.81
8925,100,True,110,7.15,183.36,190.51
8950,100,True,110,7.35,189.45,196.8
8975,100,True,110,7.97,189.22,197.2
9000,100,True,110,7.22,190.17,197.39
9025,100,True,110,7.06,184.49,191.55
9050,100,True,110,7.6,206.33,213.94
9075,100,True,110,7.04,192.91,199.94
9100,100,True,110,7.24,193.58,200.82
9125,100,True,110,6.73,187.38,194.11
9150,100,True,110,9.09,192.46,201.55
9175,100,True,110,7.58,190.34,197.92
9200,100,True,110,7.21,192.46,199.66
9225,100,True,110,7.09,199.87,206.96
9250,100,True,110,7.4,193.3,200.7
9275,100,True,110,7.69,195.62,203.31
9300,100,True,110,9.48,197.54,207.02
9325,100,True,110,7.22,191.76,198.99
9350,100,True,110,9.49,195.82,205.3
9375,100,True,110,7.14,189.23,196.37
9400,100,True,110,7.48,195.22,202.7
9425,100,True,110,7.63,197.42,205.05
9450,100,True,110,8.1,191.9,200.01
9475,100,True,110,7.51,195.41,202.92
9500,100,True,110,6.79,197.29,204.08
9525,100,True,110,6.65,194.76,201.41
9550,100,True,110,8.83,196.67,205.51
9575,100,True,110,7.45,198.97,206.42
9600,100,True,110,7.03,199.57,206.6
9625,100,True,110,7.24,195.56,202.79
9650,100,True,110,6.84,194.96,201.81
9675,100,True,110,8.55,208.74,217.29
9700,100,True,110,7.82,199.94,207.77
9725,100,True,110,6.89,211.77,218.66
9750,100,True,110,7.82,199.49,207.31
9775,100,True,110,7.8,205.52,213.32
9800,100,True,110,7.32,204.07,211.39
9825,100,True,110,7.79,205.35,213.14
9850,100,True,110,7.46,206.23,213.69
9875,100,True,110,6.66,205.88,212.54
9900,100,True,110,7.1,201.16,208.26
9925,100,True,110,7.43,199.94,207.37
9950,100,True,110,7.17,200.3,207.48
9975,100,True,110,7.4,205.08,212.48
10000,100,True,110,8.27,200.27,208.54
10025,100,True,110,7.2,198.63,205.83
10050,100,True,110,6.88,214.32,221.2
10075,100,True,110,7.83,205.99,213.81
10100,100,True,110,7.82,202.59,210.41
10125,100,True,110,7.25,204.7,211.95
10150,100,True,110,8.37,211.08,219.44
10175,100,True,110,6.97,199.87,206.85
10200,100,True,110,7.43,204.19,211.62
10225,100,True,110,7.53,203.28,210.81
10250,100,True,110,7.42,209.88,217.3
10275,100,True,110,6.63,204.58,211.21
10300,100,True,110,8.16,201.78,209.93
10325,100,True,110,6.87,206.02,212.89
10350,100,True,110,7.61,205.04,212.66
10375,100,True,110,8.26,203.23,211.49
10400,100,True,110,7.38,211.87,219.24
10425,100,True,110,7.08,212.34,219.42
10450,100,True,110,10.05,205.9,215.95
10475,100,True,110,15.31,205.39,220.7
10500,100,True,110,8.03,206.98,215.01
10525,100,True,110,7.52,209.17,216.69
10550,100,True,110,6.75,208.58,215.33
10575,100,True,110,6.9,215.89,222.79
10600,100,True,110,7.93,213.28,221.21
10625,100,True,110,10.96,207.26,218.22
10650,100,True,110,7.1,208.24,215.35
10675,100,True,110,8.16,212.69,220.85
10700,100,True,110,7.26,218.2,225.45
10725,100,True,110,7.33,209.1,216.43
10750,100,True,110,8.44,209.58,218.02
10775,100,True,110,6.82,209.02,215.84
10800,100,True,110,7.32,219.23,226.56
10825,100,True,110,6.59,210.02,216.6
10850,100,True,110,6.97,217.45,224.43
10875,100,True,110,7.16,213.9,221.06
10900,100,True,110,6.95,213.86,220.81
10925,100,True,110,7.21,210.34,217.55
10950,100,True,110,7.52,220.47,227.99
10975,100,True,110,7.17,231.66,238.83
11000,100,True,110,8.19,245.81,254
11025,100,True,110,7.15,220.03,227.18
11050,100,True,110,8.31,234.87,243.18
11075,100,True,110,7.4,220.04,227.45
11100,100,True,110,8.29,223.96,232.25
11125,100,True,110,6.67,214.51,221.18
11150,100,True,110,8.61,224.67,233.28
11175,100,True,110,6.63,215.63,222.27
11200,100,True,110,7.11,216.16,223.27
11225,100,True,110,8.07,227.63,235.7
11250,100,True,110,7.74,231.1,238.84
11275,100,True,110,6.97,220.85,227.82
11300,100,True,110,7.16,227.3,234.46
11325,100,True,110,7.56,227.67,235.23
11350,100,True,110,7.35,217.94,225.29
11375,100,True,110,7.32,228.2,235.52
11400,100,True,110,7.97,248.17,256.14
11425,100,True,110,8.19,224.27,232.47
11450,100,True,110,7.76,220.19,227.95
11475,100,True,110,7.28,231.5,238.78
11500,100,True,110,7.54,231.81,239.35
11525,100,True,110,7.43,222.13,229.56
11550,100,True,110,7.01,221.65,228.66
11575,100,True,110,7.63,234.06,241.69
11600,100,True,110,7.58,221.27,228.85
11625,100,True,110,7.39,225.16,232.56
11650,100,True,110,7.13,225.38,232.51
11675,100,True,110,9.17,232.94,242.11
11700,100,True,110,6.99,224.29,231.28
11725,100,True,110,7.11,224.04,231.15
11750,100,True,110,7.8,231.55,239.35
11775,100,True,110,7.04,222.63,229.67
11800,100,True,110,6.97,225.75,232.72
11825,100,True,110,8.02,235.3,243.33
11850,100,True,110,7.05,230.87,237.92
11875,100,True,110,7.2,233.08,240.27
11900,100,True,110,7.32,229.21,236.53
11925,100,True,110,7.04,253.33,260.37
11950,100,True,110,7.85,249.89,257.74
11975,100,True,110,7.69,242.27,249.97
